loan_id,borrower_id,loan_type,origination_date,maturity_date,original_principal,current_balance,interest_rate,term_months,borrower_state,loan_purpose,credit_grade,employment_length,income_band,payment_status,days_past_due,servicer_name,last_payment_date,last_updated_at,document_status,source_system
LN-10116,BR-20753,BUSINESS,2025-03-08,2027-03-08,200000,50000,16.52,24,GJ,VEHICLE,B,7-10,MEDIUM,60+ DPD,45,ServicerA,2025-06-08,2026-02-12,MISSING,MANUAL_UPLOAD
LN-10117,BR-20161,BUSINESS,2023-02-06,2026-02-06,75000,68250,13.76,36,RJ,DEBT_CONSOLIDATION,A,7-10,HIGH,60+ DPD,45,ServicerB,2026-06-23,2026-06-20,PENDING,ORIGINATION_SYSTEM
LN-10118,BR-21162,BUSINESS,2025-01-07,2031-01-07,50000,26500,10.32,72,KA,WORKING_CAPITAL,B,4-6,HIGH,90+ DPD,120,ServicerC,2025-09-06,2026-02-28,PENDING,ORIGINATION_SYSTEM
LN-10119,BR-22663,AUTO,2025-02-03,2029-02-03,200000,24000,7.58,48,WB,WORKING_CAPITAL,B,10+,VERY_HIGH,CURRENT,0,ServicerC,2025-11-02,2026-08-07,PENDING,SERVICING_SYSTEM
LN-10120,BR-23024,HOME,2025-05-13,2035-05-13,300000,258000,10.25,120,AP,DEBT_CONSOLIDATION,E,4-6,MEDIUM,CURRENT,0,ServicerB,2026-04-04,2026-05-17,AVAILABLE,MANUAL_UPLOAD
LN-10121,BR-20790,PERSONAL,2024-11-02,2030-11-02,1000000,540000,7.79,72,PB,VEHICLE,E,4-6,LOW,CURRENT,0,ServicerB,2025-05-12,2026-05-01,PENDING,MANUAL_UPLOAD
LN-10122,BR-22974,BUSINESS,2022-01-26,2052-01-26,150000,31500,15.31,360,HR,WORKING_CAPITAL,B,1-3,VERY_HIGH,30+ DPD,30,ServicerC,2026-05-08,2026-02-04,PENDING,MANUAL_UPLOAD
LN-10123,BR-20795,HOME,2021-04-16,2027-04-16,1000000,410000,15,72,DL,HOME_IMPROVEMENT,A,1-3,HIGH,90+ DPD,90,ServicerC,2025-10-25,2026-05-18,MISSING,SERVICING_SYSTEM
LN-10124,BR-20256,EDUCATION,2020-04-11,2030-04-11,250000,202500,13.92,120,MH,EDUCATION,B,4-6,LOW,CURRENT,0,ServicerA,2025-02-15,2026-05-10,AVAILABLE,ORIGINATION_SYSTEM
LN-10125,BR-20734,BUSINESS,2022-07-23,2023-07-23,100000,46000,15.53,12,MH,DEBT_CONSOLIDATION,C,10+,LOW,CURRENT,0,ServicerA,2026-05-18,2026-05-20,PENDING,MANUAL_UPLOAD
LN-10126,BR-23267,EDUCATION,2018-05-08,2025-05-08,100000,71000,12.63,84,KA,WORKING_CAPITAL,C,4-6,HIGH,CURRENT,0,ServicerC,2025-02-23,2026-04-22,AVAILABLE,MANUAL_UPLOAD
LN-10127,BR-20004,HOME,2023-04-08,2028-04-08,750000,345000,15.5,60,AP,VEHICLE,C,<1,LOW,60+ DPD,45,ServicerC,2025-10-10,2026-07-27,AVAILABLE,MANUAL_UPLOAD
LN-10128,BR-21207,BUSINESS,2023-06-26,2028-06-26,1000000,410000,15.5,60,RJ,EDUCATION,E,1-3,VERY_HIGH,90+ DPD,90,ServicerA,2026-02-28,2026-06-02,PENDING,MANUAL_UPLOAD
LN-10129,BR-22001,HOME,2022-05-04,2037-05-04,75000,30000,6.93,180,MH,EDUCATION,A,1-3,VERY_HIGH,90+ DPD,90,ServicerA,2025-04-13,2026-03-07,MISSING,SERVICING_SYSTEM
LN-10130,BR-23475,EDUCATION,2024-06-19,2039-06-19,50000,38000,14.16,180,RJ,VEHICLE,B,4-6,LOW,CURRENT,0,ServicerC,2025-10-09,2026-06-24,MISSING,SERVICING_SYSTEM
LN-10131,BR-22711,AUTO,2019-03-07,2039-03-07,250000,97500,6.16,240,MP,WORKING_CAPITAL,D,4-6,LOW,CURRENT,0,ServicerB,2026-07-01,2026-02-18,PENDING,ORIGINATION_SYSTEM
LN-10132,BR-20253,EDUCATION,2018-03-25,2022-03-25,150000,18000,9.09,48,RJ,HOME_IMPROVEMENT,E,1-3,LOW,90+ DPD,90,ServicerC,2025-11-20,2026-05-21,PENDING,MANUAL_UPLOAD
LN-10133,BR-21006,EDUCATION,2022-02-17,2037-02-17,750000,600000,14.83,180,GJ,VEHICLE,C,<1,LOW,30+ DPD,30,ServicerC,2025-09-27,2026-05-22,MISSING,MANUAL_UPLOAD
LN-10134,BR-22046,EDUCATION,2024-05-26,2030-05-26,500000,245000,5.83,72,MH,VEHICLE,C,<1,VERY_HIGH,CURRENT,0,ServicerB,2025-10-08,2026-03-20,PENDING,SERVICING_SYSTEM
LN-10135,BR-22203,EDUCATION,2022-03-22,2028-03-22,50000,8000,17.62,72,KL,HOME_IMPROVEMENT,B,<1,VERY_HIGH,60+ DPD,60,ServicerB,2026-02-05,2026-04-26,AVAILABLE,ORIGINATION_SYSTEM
LN-10136,BR-22986,EDUCATION,2024-11-20,2028-11-20,300000,138000,7.52,48,MH,VEHICLE,E,4-6,HIGH,60+ DPD,60,ServicerB,2025-08-26,2026-02-25,PENDING,SERVICING_SYSTEM
LN-10137,BR-22146,PERSONAL,2019-07-07,2023-07-07,200000,152000,17.88,48,HR,HOME_IMPROVEMENT,D,7-10,LOW,60+ DPD,45,ServicerC,2025-02-22,2026-02-06,MISSING,SERVICING_SYSTEM
LN-10138,BR-21685,BUSINESS,2022-03-09,2032-03-09,50000,11500,12.89,120,BR,DEBT_CONSOLIDATION,B,7-10,HIGH,CURRENT,0,ServicerA,2026-03-06,2026-04-16,AVAILABLE,ORIGINATION_SYSTEM
LN-10139,BR-21944,AUTO,2022-09-14,2037-09-14,150000,108000,15.01,180,WB,DEBT_CONSOLIDATION,D,7-10,MEDIUM,90+ DPD,90,ServicerA,2025-12-25,2026-03-20,MISSING,MANUAL_UPLOAD
LN-10140,BR-23147,AUTO,2022-12-12,2025-12-12,300000,222000,17.69,36,UP,EDUCATION,C,1-3,HIGH,90+ DPD,90,ServicerA,2026-04-13,2026-04-29,MISSING,ORIGINATION_SYSTEM
LN-10141,BR-23988,HOME,2024-05-25,2054-05-25,50000,26500,15.5,360,PB,HOME_IMPROVEMENT,E,7-10,HIGH,CURRENT,0,ServicerB,2025-09-09,2026-03-07,PENDING,MANUAL_UPLOAD
LN-10142,BR-23055,PERSONAL,2019-09-01,2029-09-01,750000,397500,7.53,120,BR,VEHICLE,B,7-10,VERY_HIGH,60+ DPD,60,ServicerB,2026-06-09,2026-04-07,AVAILABLE,ORIGINATION_SYSTEM
LN-10143,BR-23967,BUSINESS,2023-06-30,2029-06-30,300000,66000,5.43,72,PB,WORKING_CAPITAL,A,1-3,MEDIUM,30+ DPD,30,ServicerA,2025-09-17,2026-04-11,AVAILABLE,MANUAL_UPLOAD
LN-10144,BR-20178,BUSINESS,2020-05-13,2025-05-13,100000,6000,16.77,60,AP,EDUCATION,C,7-10,VERY_HIGH,30+ DPD,15,ServicerB,2026-06-26,2026-08-08,AVAILABLE,SERVICING_SYSTEM
LN-10145,BR-23584,EDUCATION,2022-08-28,2027-08-28,250000,207500,13,60,GJ,HOME_IMPROVEMENT,B,10+,VERY_HIGH,60+ DPD,45,ServicerC,2025-08-17,2026-05-25,AVAILABLE,ORIGINATION_SYSTEM
LN-10146,BR-20064,AUTO,2020-04-04,2023-04-04,300000,48000,10.6,36,RJ,VEHICLE,D,4-6,VERY_HIGH,CURRENT,0,ServicerA,2025-07-20,2026-07-25,PENDING,ORIGINATION_SYSTEM
LN-10147,BR-22748,BUSINESS,2022-02-01,2052-02-01,750000,547500,8.91,360,GJ,HOME_IMPROVEMENT,B,1-3,VERY_HIGH,90+ DPD,120,ServicerA,2026-07-05,2026-04-17,PENDING,SERVICING_SYSTEM
LN-10148,BR-21524,PERSONAL,2020-03-02,2040-03-02,75000,33000,14.65,240,RJ,VEHICLE,E,10+,HIGH,60+ DPD,60,ServicerB,2025-06-26,2026-06-21,AVAILABLE,ORIGINATION_SYSTEM
LN-10149,BR-23226,HOME,2024-04-09,2054-04-09,50000,21500,15.34,360,BR,VEHICLE,E,10+,VERY_HIGH,CURRENT,0,ServicerC,2025-04-29,2026-03-26,PENDING,SERVICING_SYSTEM
LN-10150,BR-21028,AUTO,2020-01-03,2030-01-03,300000,72000,6.02,120,WB,HOME_IMPROVEMENT,A,1-3,MEDIUM,30+ DPD,15,ServicerB,2025-10-05,2026-04-01,AVAILABLE,ORIGINATION_SYSTEM
LN-10151,BR-22795,PERSONAL,2019-07-31,2020-07-31,250000,200000,5.82,12,TS,WORKING_CAPITAL,E,<1,MEDIUM,60+ DPD,45,ServicerC,2026-08-04,2026-03-13,MISSING,ORIGINATION_SYSTEM
LN-10152,BR-21286,EDUCATION,2025-02-19,2045-02-19,250000,12500,17.03,240,DL,DEBT_CONSOLIDATION,B,7-10,VERY_HIGH,90+ DPD,120,ServicerC,2026-01-22,2026-02-17,PENDING,ORIGINATION_SYSTEM
LN-10153,BR-22344,BUSINESS,2021-09-22,2031-09-22,100000,10000,6.4,120,DL,EDUCATION,D,<1,HIGH,90+ DPD,90,ServicerC,2025-03-03,2026-06-18,PENDING,SERVICING_SYSTEM
LN-10154,BR-21645,EDUCATION,2022-01-17,2042-01-17,300000,21000,10.71,240,DL,WORKING_CAPITAL,A,1-3,MEDIUM,90+ DPD,90,ServicerB,2026-01-20,2026-06-30,PENDING,ORIGINATION_SYSTEM
LN-10155,BR-20100,EDUCATION,2022-06-22,2025-06-22,200000,32000,14.09,36,KL,WORKING_CAPITAL,E,10+,LOW,30+ DPD,15,ServicerA,2026-08-11,2026-03-30,MISSING,SERVICING_SYSTEM
LN-10156,BR-21856,HOME,2022-11-23,2026-11-23,300000,117000,16.03,48,UP,EDUCATION,A,1-3,VERY_HIGH,CURRENT,0,ServicerB,2025-08-27,2026-07-08,AVAILABLE,ORIGINATION_SYSTEM
LN-10157,BR-23063,BUSINESS,2022-10-16,2026-10-16,50000,3000,9.87,48,TS,WORKING_CAPITAL,C,1-3,HIGH,30+ DPD,15,ServicerC,2025-02-06,2026-02-19,PENDING,SERVICING_SYSTEM
LN-10158,BR-23292,PERSONAL,2018-03-22,2038-03-22,750000,480000,5.9,240,DL,DEBT_CONSOLIDATION,A,10+,VERY_HIGH,90+ DPD,120,ServicerC,2025-09-26,2026-08-12,AVAILABLE,MANUAL_UPLOAD
LN-10159,BR-21055,EDUCATION,2022-05-30,2024-05-30,150000,94500,12.49,24,KL,VEHICLE,D,10+,VERY_HIGH,CURRENT,0,ServicerB,2025-06-16,2026-05-12,PENDING,ORIGINATION_SYSTEM
LN-10160,BR-23304,HOME,2025-05-16,2029-05-16,150000,127500,6.99,48,DL,WORKING_CAPITAL,D,4-6,MEDIUM,90+ DPD,90,ServicerC,2025-02-12,2026-04-11,PENDING,SERVICING_SYSTEM
LN-10161,BR-20437,HOME,2019-01-29,2023-01-29,50000,27500,9.84,48,GJ,DEBT_CONSOLIDATION,D,7-10,HIGH,30+ DPD,15,ServicerB,2025-04-28,2026-07-25,PENDING,ORIGINATION_SYSTEM
LN-10162,BR-21349,BUSINESS,2021-12-02,2025-12-02,200000,130000,11.01,48,GJ,HOME_IMPROVEMENT,D,<1,HIGH,90+ DPD,120,ServicerA,2026-05-09,2026-08-18,MISSING,MANUAL_UPLOAD
LN-10163,BR-21214,BUSINESS,2025-03-25,2027-03-25,150000,57000,17.86,24,BR,HOME_IMPROVEMENT,B,10+,VERY_HIGH,30+ DPD,30,ServicerB,2025-05-29,2026-05-28,MISSING,ORIGINATION_SYSTEM
LN-10164,BR-22902,PERSONAL,2018-11-17,2038-11-17,300000,132000,10.58,240,KL,HOME_IMPROVEMENT,E,10+,VERY_HIGH,90+ DPD,90,ServicerB,2026-07-11,2026-04-05,MISSING,MANUAL_UPLOAD
LN-10165,BR-23706,BUSINESS,2023-10-23,2053-10-23,1000000,320000,17.86,360,KL,DEBT_CONSOLIDATION,A,4-6,VERY_HIGH,CURRENT,0,ServicerA,2025-07-24,2026-04-28,MISSING,SERVICING_SYSTEM
LN-10166,BR-23532,AUTO,2020-09-10,2026-09-10,100000,85000,11.95,72,HR,EDUCATION,C,<1,LOW,CURRENT,0,ServicerB,2025-02-17,2026-07-18,AVAILABLE,ORIGINATION_SYSTEM
LN-10167,BR-20498,BUSINESS,2019-09-24,2034-09-24,250000,227500,10.31,180,BR,WORKING_CAPITAL,C,7-10,MEDIUM,60+ DPD,60,ServicerA,2026-04-09,2026-04-05,AVAILABLE,ORIGINATION_SYSTEM
LN-10168,BR-21736,PERSONAL,2021-03-24,2023-03-24,750000,352500,7.96,24,HR,DEBT_CONSOLIDATION,E,7-10,MEDIUM,90+ DPD,120,ServicerB,2026-06-20,2026-07-06,MISSING,MANUAL_UPLOAD
LN-10169,BR-23909,HOME,2021-07-19,2031-07-19,1000000,660000,15.84,120,KL,WORKING_CAPITAL,C,1-3,LOW,60+ DPD,60,ServicerA,2026-08-09,2026-04-08,AVAILABLE,SERVICING_SYSTEM
LN-10170,BR-22680,EDUCATION,2024-05-28,2025-05-28,200000,114000,10.62,12,MP,DEBT_CONSOLIDATION,B,<1,VERY_HIGH,CURRENT,0,ServicerC,2025-05-09,2026-05-22,AVAILABLE,SERVICING_SYSTEM
LN-10171,BR-20780,HOME,2023-10-02,2024-10-02,750000,202500,7.58,12,TS,HOME_IMPROVEMENT,C,<1,MEDIUM,30+ DPD,15,ServicerC,2025-06-21,2026-03-08,AVAILABLE,ORIGINATION_SYSTEM
LN-10172,BR-20247,BUSINESS,2021-04-07,2023-04-07,100000,62000,5.71,24,DL,WORKING_CAPITAL,D,7-10,VERY_HIGH,90+ DPD,120,ServicerC,2025-11-18,2026-05-18,PENDING,MANUAL_UPLOAD
LN-10173,BR-23839,PERSONAL,2024-11-30,2030-11-30,50000,17500,7.73,72,MP,WORKING_CAPITAL,E,7-10,MEDIUM,60+ DPD,45,ServicerA,2026-03-14,2026-05-27,PENDING,ORIGINATION_SYSTEM
LN-10174,BR-22594,HOME,2018-09-05,2033-09-05,75000,4500,5.74,180,GJ,WORKING_CAPITAL,B,1-3,VERY_HIGH,90+ DPD,120,ServicerB,2026-05-24,2026-04-12,AVAILABLE,SERVICING_SYSTEM
LN-10175,BR-22560,PERSONAL,2019-02-15,2024-02-15,200000,14000,12.84,60,PB,WORKING_CAPITAL,C,1-3,MEDIUM,CURRENT,0,ServicerB,2026-04-15,2026-05-10,PENDING,SERVICING_SYSTEM
LN-10176,BR-21709,BUSINESS,2020-07-29,2040-07-29,75000,15000,11.18,240,WB,HOME_IMPROVEMENT,D,10+,HIGH,60+ DPD,60,ServicerC,2025-10-28,2026-06-03,MISSING,MANUAL_UPLOAD
LN-10177,BR-21993,AUTO,2023-12-04,2024-12-04,500000,200000,17.44,12,DL,VEHICLE,E,4-6,LOW,CURRENT,0,ServicerA,2025-06-11,2026-07-07,AVAILABLE,ORIGINATION_SYSTEM
LN-10178,BR-22679,PERSONAL,2019-07-26,2020-07-26,1000000,860000,15.87,12,KL,WORKING_CAPITAL,B,4-6,LOW,CURRENT,0,ServicerB,2026-07-14,2026-02-16,AVAILABLE,ORIGINATION_SYSTEM
LN-10179,BR-20824,EDUCATION,2021-05-10,2023-05-10,50000,16000,14.07,24,KL,EDUCATION,C,1-3,VERY_HIGH,60+ DPD,45,ServicerA,2025-02-10,2026-08-11,AVAILABLE,SERVICING_SYSTEM
LN-10180,BR-20744,AUTO,2023-01-24,2025-01-24,75000,15750,5.01,24,BR,WORKING_CAPITAL,E,<1,LOW,CURRENT,0,ServicerC,2025-10-20,2026-07-19,AVAILABLE,ORIGINATION_SYSTEM
LN-10181,BR-22104,HOME,2020-03-02,2027-03-02,750000,480000,5.72,84,RJ,DEBT_CONSOLIDATION,B,10+,VERY_HIGH,90+ DPD,90,ServicerA,2025-08-28,2026-03-21,PENDING,MANUAL_UPLOAD
LN-10182,BR-20059,BUSINESS,2023-09-22,2030-09-22,500000,50000,14.45,84,RJ,VEHICLE,B,7-10,MEDIUM,30+ DPD,15,ServicerB,2025-04-01,2026-04-29,MISSING,ORIGINATION_SYSTEM
LN-10183,BR-22524,PERSONAL,2018-09-12,2021-09-12,300000,120000,17.61,36,GJ,DEBT_CONSOLIDATION,A,4-6,VERY_HIGH,30+ DPD,30,ServicerB,2025-09-18,2026-02-10,AVAILABLE,SERVICING_SYSTEM
LN-10184,BR-20574,EDUCATION,2020-04-22,2024-04-22,150000,49500,8.57,48,BR,DEBT_CONSOLIDATION,A,10+,MEDIUM,CURRENT,0,ServicerA,2025-05-03,2026-04-24,MISSING,SERVICING_SYSTEM
LN-10185,BR-22301,EDUCATION,2022-01-05,2029-01-05,500000,55000,15.69,84,KA,WORKING_CAPITAL,E,<1,LOW,90+ DPD,120,ServicerC,2025-08-15,2026-08-10,AVAILABLE,MANUAL_UPLOAD
LN-10186,BR-20906,AUTO,2023-11-06,2027-11-06,150000,52500,11.79,48,KL,WORKING_CAPITAL,E,10+,HIGH,30+ DPD,30,ServicerB,2025-01-03,2026-03-20,MISSING,ORIGINATION_SYSTEM
LN-10187,BR-20492,EDUCATION,2018-05-24,2021-05-24,100000,63000,5.45,36,BR,HOME_IMPROVEMENT,E,10+,VERY_HIGH,CURRENT,0,ServicerB,2025-06-28,2026-04-28,MISSING,MANUAL_UPLOAD
LN-10188,BR-20235,EDUCATION,2021-06-30,2027-06-30,750000,615000,16.74,72,WB,VEHICLE,E,10+,VERY_HIGH,60+ DPD,60,ServicerB,2026-02-02,2026-02-09,MISSING,SERVICING_SYSTEM
LN-10189,BR-23855,BUSINESS,2021-12-09,2051-12-09,100000,26000,17.27,360,RJ,WORKING_CAPITAL,E,7-10,HIGH,60+ DPD,45,ServicerB,2026-06-27,2026-02-17,AVAILABLE,SERVICING_SYSTEM
LN-10190,BR-23745,BUSINESS,2021-06-21,2026-06-21,1000000,940000,7.38,60,BR,WORKING_CAPITAL,D,1-3,VERY_HIGH,CURRENT,0,ServicerA,2025-01-04,2026-02-23,PENDING,MANUAL_UPLOAD
LN-10191,BR-20428,EDUCATION,2019-11-18,2039-11-18,75000,9000,12.84,240,TN,HOME_IMPROVEMENT,B,1-3,VERY_HIGH,30+ DPD,15,ServicerC,2026-08-04,2026-05-26,PENDING,ORIGINATION_SYSTEM
LN-10192,BR-22823,HOME,2018-01-10,2024-01-10,75000,21750,11.3,72,MH,VEHICLE,B,<1,HIGH,CURRENT,0,ServicerB,2025-09-07,2026-03-29,MISSING,MANUAL_UPLOAD
LN-10193,BR-20223,EDUCATION,2024-11-19,2044-11-19,150000,82500,7.62,240,UP,HOME_IMPROVEMENT,B,7-10,HIGH,CURRENT,0,ServicerA,2026-05-14,2026-08-13,AVAILABLE,ORIGINATION_SYSTEM
LN-10194,BR-22765,AUTO,2024-03-15,2026-03-15,300000,45000,16.88,24,PB,VEHICLE,C,10+,LOW,90+ DPD,120,ServicerA,2025-04-18,2026-08-14,AVAILABLE,ORIGINATION_SYSTEM
LN-10195,BR-22931,HOME,2021-03-08,2026-03-08,250000,220000,13.45,60,MP,EDUCATION,B,<1,MEDIUM,CURRENT,0,ServicerB,2025-04-21,2026-05-02,AVAILABLE,MANUAL_UPLOAD
LN-10196,BR-20095,EDUCATION,2023-06-08,2026-06-08,500000,355000,11.42,36,MH,DEBT_CONSOLIDATION,B,7-10,VERY_HIGH,CURRENT,0,ServicerC,2026-03-11,2026-02-18,AVAILABLE,ORIGINATION_SYSTEM
LN-10197,BR-22453,HOME,2019-07-04,2049-07-04,150000,31500,6.52,360,HR,HOME_IMPROVEMENT,E,4-6,HIGH,30+ DPD,30,ServicerC,2026-08-03,2026-02-08,AVAILABLE,ORIGINATION_SYSTEM
LN-10198,BR-23387,EDUCATION,2018-02-16,2025-02-16,1000000,230000,10.42,84,KL,VEHICLE,B,1-3,HIGH,CURRENT,0,ServicerC,2025-12-06,2026-06-30,AVAILABLE,SERVICING_SYSTEM
LN-10199,BR-21370,EDUCATION,2022-03-06,2032-03-06,250000,50000,6.37,120,TN,EDUCATION,C,4-6,LOW,90+ DPD,90,ServicerC,2025-12-01,2026-06-03,MISSING,MANUAL_UPLOAD
LN-10200,BR-21801,BUSINESS,2018-07-26,2023-07-26,-50000,70000,11.68,60,UP,VEHICLE,D,1-3,MEDIUM,CURRENT,0,ServicerA,2025-05-23,2026-02-02,PENDING,ORIGINATION_SYSTEM
LN-10201,BR-23959,EDUCATION,2021-06-24,2023-06-24,-50000,56000,7.71,24,WB,VEHICLE,C,4-6,HIGH,60+ DPD,45,ServicerC,2025-09-27,2026-04-13,AVAILABLE,MANUAL_UPLOAD
LN-10202,BR-20517,AUTO,2022-04-24,2032-04-24,-50000,420000,12.22,120,HR,DEBT_CONSOLIDATION,D,1-3,VERY_HIGH,90+ DPD,90,ServicerA,2026-04-01,2026-06-27,PENDING,MANUAL_UPLOAD
LN-10203,BR-21796,HOME,2018-05-10,2038-05-10,-50000,36000,12.7,240,MH,HOME_IMPROVEMENT,C,10+,HIGH,CURRENT,0,ServicerB,2026-05-13,2026-08-15,AVAILABLE,MANUAL_UPLOAD
LN-10204,BR-21092,PERSONAL,2018-09-09,2038-09-09,-50000,152000,13.64,240,TN,DEBT_CONSOLIDATION,C,1-3,VERY_HIGH,CURRENT,0,ServicerC,2025-09-17,2026-08-02,MISSING,SERVICING_SYSTEM
LN-10205,BR-22071,BUSINESS,2021-05-14,2024-05-14,200000,138000,17.78,36,AP,DEBT_CONSOLIDATION,A,10+,LOW,CURRENT,0,ServicerA,2026-02-11,2026-08-11,AVAILABLE,ORIGINATION_SYSTEM
LN-10206,BR-23497,HOME,2020-04-17,2021-04-17,750000,705000,14.9,12,UP,DEBT_CONSOLIDATION,B,1-3,VERY_HIGH,CURRENT,0,ServicerC,2025-07-15,2026-07-31,AVAILABLE,MANUAL_UPLOAD
LN-10207,BR-21794,AUTO,2019-10-03,2021-10-03,1000000,50000,16.04,24,MP,VEHICLE,C,4-6,HIGH,30+ DPD,15,ServicerB,2026-02-18,2026-04-08,PENDING,MANUAL_UPLOAD
LN-10208,BR-22216,PERSONAL,2022-04-07,2029-04-07,75000,12750,7.38,84,KA,HOME_IMPROVEMENT,C,10+,LOW,CURRENT,0,ServicerB,2026-06-17,2026-08-04,PENDING,SERVICING_SYSTEM
LN-10209,BR-23788,AUTO,2021-03-21,2041-03-21,150000,81000,5.14,240,DL,HOME_IMPROVEMENT,E,1-3,HIGH,CURRENT,0,ServicerB,2026-02-10,2026-07-31,PENDING,MANUAL_UPLOAD
LN-10210,BR-22038,EDUCATION,2019-07-01,2021-07-01,300000,-1000,14.57,24,KL,EDUCATION,A,10+,LOW,CURRENT,0,ServicerC,2025-07-22,2026-07-22,AVAILABLE,SERVICING_SYSTEM
LN-10211,BR-23361,BUSINESS,2022-12-24,2024-12-24,300000,-1000,10.47,24,KL,EDUCATION,E,10+,HIGH,30+ DPD,15,ServicerA,2026-03-19,2026-03-03,AVAILABLE,ORIGINATION_SYSTEM
LN-10212,BR-22525,HOME,2025-03-05,2040-03-05,300000,-1000,8.29,180,DL,VEHICLE,B,<1,LOW,90+ DPD,120,ServicerA,2025-02-23,2026-02-12,PENDING,ORIGINATION_SYSTEM
LN-10213,BR-22337,PERSONAL,2018-07-18,2023-07-18,250000,-1000,15.55,60,GJ,DEBT_CONSOLIDATION,C,<1,MEDIUM,60+ DPD,60,ServicerC,2026-04-30,2026-07-29,PENDING,SERVICING_SYSTEM
LN-10214,BR-20809,PERSONAL,2019-09-14,2029-09-14,750000,-1000,13.63,120,UP,DEBT_CONSOLIDATION,A,4-6,HIGH,90+ DPD,90,ServicerB,2026-03-18,2026-02-27,PENDING,ORIGINATION_SYSTEM
LN-10215,BR-21095,EDUCATION,2021-03-07,2027-03-07,100000,68000,5.3,72,KA,DEBT_CONSOLIDATION,E,7-10,MEDIUM,30+ DPD,30,ServicerB,2026-07-06,2026-07-14,MISSING,SERVICING_SYSTEM
LN-10216,BR-21671,EDUCATION,2023-09-22,2027-09-22,250000,187500,13.98,48,DL,WORKING_CAPITAL,D,1-3,LOW,CURRENT,0,ServicerA,2025-03-27,2026-06-16,AVAILABLE,SERVICING_SYSTEM
LN-10217,BR-21523,AUTO,2021-11-13,2051-11-13,100000,45000,13.2,360,WB,HOME_IMPROVEMENT,B,10+,MEDIUM,90+ DPD,120,ServicerC,2026-06-29,2026-06-02,AVAILABLE,MANUAL_UPLOAD
LN-10218,BR-20267,EDUCATION,2024-07-02,2027-07-02,200000,140000,8.7,36,KL,DEBT_CONSOLIDATION,B,<1,LOW,60+ DPD,60,ServicerC,2025-02-08,2026-02-19,AVAILABLE,MANUAL_UPLOAD
LN-10219,BR-21043,AUTO,2024-10-30,2054-10-30,500000,410000,17.74,360,GJ,WORKING_CAPITAL,D,<1,LOW,90+ DPD,120,ServicerA,2025-11-05,2026-07-11,AVAILABLE,ORIGINATION_SYSTEM
LN-10220,BR-21484,AUTO,2024-03-20,2044-03-20,750000,555000,15.64,240,MP,HOME_IMPROVEMENT,C,<1,LOW,90+ DPD,120,ServicerA,2025-05-25,2026-06-09,MISSING,ORIGINATION_SYSTEM
LN-10221,BR-23321,EDUCATION,2019-08-13,2020-08-13,75000,40500,8.09,12,KL,VEHICLE,D,10+,LOW,60+ DPD,60,ServicerA,2025-07-24,2026-05-07,AVAILABLE,ORIGINATION_SYSTEM
LN-10222,BR-21674,AUTO,2019-12-18,2026-12-18,200000,190000,16.14,84,DL,HOME_IMPROVEMENT,C,<1,LOW,CURRENT,0,ServicerB,2026-05-03,2026-07-24,AVAILABLE,MANUAL_UPLOAD
LN-10223,BR-23478,HOME,2024-11-24,2025-11-24,750000,187500,13.82,12,KA,EDUCATION,C,10+,LOW,CURRENT,0,ServicerA,2025-02-19,2026-04-19,PENDING,SERVICING_SYSTEM
LN-10224,BR-20687,BUSINESS,2022-12-21,2029-12-21,150000,124500,11.6,84,WB,VEHICLE,B,4-6,MEDIUM,CURRENT,0,ServicerC,2026-03-17,2026-04-20,PENDING,ORIGINATION_SYSTEM
LN-10225,BR-20038,EDUCATION,2022-05-07,2023-05-07,200000,22000,10.05,12,AP,WORKING_CAPITAL,A,<1,MEDIUM,90+ DPD,120,ServicerA,2026-01-04,2026-05-17,AVAILABLE,SERVICING_SYSTEM
LN-10226,BR-23962,HOME,2022-01-23,2037-01-23,300000,120000,15.36,180,UP,EDUCATION,C,7-10,MEDIUM,30+ DPD,15,ServicerA,2025-10-24,2026-03-02,AVAILABLE,MANUAL_UPLOAD
LN-10227,BR-22981,EDUCATION,2023-02-21,2027-02-21,75000,39750,6.95,48,WB,HOME_IMPROVEMENT,E,10+,MEDIUM,60+ DPD,60,ServicerB,2026-02-20,2026-07-08,AVAILABLE,ORIGINATION_SYSTEM
LN-10228,BR-21001,PERSONAL,2020-12-07,2026-12-07,75000,15750,9.14,72,AP,VEHICLE,D,1-3,LOW,60+ DPD,45,ServicerB,2025-12-16,2026-03-16,PENDING,SERVICING_SYSTEM
LN-10229,BR-21229,BUSINESS,2023-02-09,2025-02-09,150000,132000,13,24,HR,DEBT_CONSOLIDATION,C,7-10,LOW,30+ DPD,15,ServicerA,2026-05-08,2026-05-29,MISSING,ORIGINATION_SYSTEM
LN-10230,BR-22314,AUTO,2022-02-28,2026-02-28,300000,36000,15.55,48,TS,VEHICLE,C,<1,HIGH,CURRENT,0,ServicerB,2025-03-25,2026-04-25,AVAILABLE,MANUAL_UPLOAD
LN-10231,BR-22680,BUSINESS,2023-11-16,2030-11-16,1000000,430000,15.74,84,WB,VEHICLE,C,4-6,VERY_HIGH,CURRENT,0,ServicerC,2026-02-02,2026-03-21,AVAILABLE,MANUAL_UPLOAD
