loan_id,application_document,income_document,identity_document,document_status
LN-10445,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-10446,MISSING,MISSING,AVAILABLE,MISSING
LN-10447,AVAILABLE,MISSING,MISSING,MISSING
LN-10448,AVAILABLE,MISSING,MISSING,MISSING
LN-10449,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-10450,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-10451,MISSING,AVAILABLE,MISSING,PENDING
LN-10452,MISSING,MISSING,MISSING,MISSING
LN-10453,MISSING,MISSING,MISSING,PENDING
LN-10454,AVAILABLE,MISSING,MISSING,PENDING
LN-10455,AVAILABLE,MISSING,MISSING,MISSING
LN-10456,MISSING,MISSING,AVAILABLE,MISSING
LN-10457,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-10458,MISSING,AVAILABLE,MISSING,MISSING
LN-10459,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-10460,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-10461,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-10462,MISSING,MISSING,MISSING,PENDING
LN-10463,MISSING,AVAILABLE,MISSING,PENDING
LN-10464,MISSING,AVAILABLE,MISSING,MISSING
LN-10465,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-10466,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-10467,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-10468,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-10469,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-10470,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-10471,AVAILABLE,MISSING,MISSING,PENDING
LN-10472,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-10473,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-10474,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-10475,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-10476,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-10477,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-10478,MISSING,AVAILABLE,MISSING,PENDING
LN-10479,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-10480,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-10481,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-10482,MISSING,AVAILABLE,MISSING,MISSING
LN-10483,MISSING,MISSING,AVAILABLE,MISSING
LN-10484,MISSING,AVAILABLE,MISSING,PENDING
LN-10485,AVAILABLE,MISSING,MISSING,MISSING
LN-10486,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-10487,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-10488,MISSING,AVAILABLE,MISSING,MISSING
LN-10489,AVAILABLE,MISSING,MISSING,PENDING
LN-10490,MISSING,MISSING,MISSING,AVAILABLE
LN-10491,AVAILABLE,MISSING,MISSING,PENDING
LN-10492,MISSING,AVAILABLE,MISSING,MISSING
LN-10493,MISSING,MISSING,MISSING,AVAILABLE
LN-10494,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-10495,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-10496,MISSING,MISSING,AVAILABLE,MISSING
LN-10497,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-10498,MISSING,AVAILABLE,MISSING,PENDING
LN-10499,MISSING,MISSING,MISSING,AVAILABLE
LN-10500,AVAILABLE,MISSING,MISSING,MISSING
LN-10501,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-10502,MISSING,MISSING,MISSING,MISSING
LN-10503,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-10504,MISSING,MISSING,AVAILABLE,MISSING
LN-10505,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-10506,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-10507,MISSING,MISSING,AVAILABLE,PENDING
LN-10508,MISSING,AVAILABLE,MISSING,PENDING
LN-10509,MISSING,MISSING,MISSING,MISSING
LN-10510,MISSING,MISSING,MISSING,MISSING
LN-10511,MISSING,MISSING,MISSING,AVAILABLE
LN-10512,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-10513,AVAILABLE,MISSING,MISSING,MISSING
LN-10514,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-10515,MISSING,MISSING,MISSING,AVAILABLE
LN-10516,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-10517,AVAILABLE,MISSING,MISSING,PENDING
LN-10518,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-10519,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-10520,MISSING,MISSING,MISSING,AVAILABLE
LN-10521,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-10522,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-10523,MISSING,MISSING,MISSING,MISSING
LN-10524,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-10525,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-10526,AVAILABLE,MISSING,MISSING,PENDING
LN-10527,AVAILABLE,MISSING,MISSING,PENDING
LN-10528,MISSING,MISSING,AVAILABLE,MISSING
LN-10529,MISSING,MISSING,MISSING,MISSING
LN-10530,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-10531,MISSING,MISSING,MISSING,PENDING
LN-10532,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-10533,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-10534,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-10535,MISSING,MISSING,AVAILABLE,MISSING
LN-10536,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-10537,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-10538,AVAILABLE,MISSING,MISSING,PENDING
LN-10539,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-10540,MISSING,MISSING,AVAILABLE,MISSING
LN-10541,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-10542,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-10543,MISSING,MISSING,MISSING,MISSING
LN-10544,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-10545,MISSING,MISSING,MISSING,MISSING
LN-10546,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-10547,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-10548,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-10549,MISSING,MISSING,MISSING,AVAILABLE
LN-10550,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-10551,MISSING,MISSING,MISSING,PENDING
LN-10552,MISSING,AVAILABLE,MISSING,PENDING
LN-10553,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-10554,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-10555,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-10556,MISSING,MISSING,MISSING,PENDING
LN-10557,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-10558,MISSING,MISSING,MISSING,PENDING
LN-10559,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-10560,MISSING,AVAILABLE,MISSING,PENDING
LN-10561,MISSING,MISSING,AVAILABLE,PENDING
LN-10562,MISSING,AVAILABLE,MISSING,MISSING
LN-10563,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-10564,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-10565,MISSING,MISSING,MISSING,PENDING
LN-10566,MISSING,MISSING,AVAILABLE,MISSING
LN-10567,AVAILABLE,MISSING,MISSING,MISSING
LN-10568,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-10569,MISSING,MISSING,MISSING,AVAILABLE
LN-10570,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-10571,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-10572,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-10573,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-10574,MISSING,MISSING,AVAILABLE,PENDING
LN-10575,AVAILABLE,MISSING,MISSING,MISSING
LN-10576,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-10577,MISSING,MISSING,MISSING,MISSING
LN-10578,MISSING,AVAILABLE,MISSING,PENDING
LN-10579,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-10580,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-10581,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-10582,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-10583,MISSING,MISSING,MISSING,PENDING
LN-10584,MISSING,MISSING,MISSING,PENDING
LN-10585,AVAILABLE,MISSING,MISSING,MISSING
LN-10586,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-10587,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-10588,MISSING,MISSING,AVAILABLE,PENDING
LN-10589,MISSING,AVAILABLE,MISSING,MISSING
LN-10590,MISSING,AVAILABLE,MISSING,MISSING
LN-10591,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-10592,MISSING,MISSING,AVAILABLE,PENDING
LN-10593,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-10594,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-10595,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-10596,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-10597,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-10598,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-10599,MISSING,MISSING,MISSING,AVAILABLE
LN-10600,MISSING,MISSING,MISSING,AVAILABLE
LN-10601,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-10602,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-10603,MISSING,AVAILABLE,MISSING,MISSING
LN-10604,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-10605,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-10606,MISSING,MISSING,MISSING,MISSING
LN-10607,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-10608,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-10609,MISSING,MISSING,AVAILABLE,MISSING
LN-10610,MISSING,MISSING,MISSING,AVAILABLE
LN-10611,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-10612,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-10613,MISSING,MISSING,AVAILABLE,MISSING
LN-10614,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-10615,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-10616,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-10617,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-10618,MISSING,MISSING,MISSING,AVAILABLE
LN-10619,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-10620,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-10621,MISSING,MISSING,MISSING,AVAILABLE
LN-10622,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-10623,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-10624,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-10625,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-10626,MISSING,MISSING,AVAILABLE,MISSING
LN-10627,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-10628,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-10629,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-10630,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-10631,MISSING,MISSING,AVAILABLE,MISSING
LN-10632,MISSING,MISSING,MISSING,MISSING
LN-10633,MISSING,AVAILABLE,MISSING,PENDING
LN-10634,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-10635,MISSING,MISSING,AVAILABLE,MISSING
LN-10636,MISSING,MISSING,AVAILABLE,PENDING
LN-10637,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-10638,MISSING,MISSING,AVAILABLE,MISSING
LN-10639,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-10640,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-10641,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-10642,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-10643,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-10644,AVAILABLE,MISSING,MISSING,PENDING
LN-10645,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-10646,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-10647,AVAILABLE,MISSING,MISSING,MISSING
LN-10648,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-10649,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-10650,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-10651,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-10652,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-10653,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-10654,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-10655,AVAILABLE,MISSING,MISSING,PENDING
LN-10656,AVAILABLE,MISSING,MISSING,PENDING
LN-10657,AVAILABLE,MISSING,MISSING,MISSING
LN-10658,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-10659,MISSING,MISSING,AVAILABLE,PENDING
LN-10660,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-10661,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-10662,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-10663,MISSING,MISSING,AVAILABLE,PENDING
LN-10664,MISSING,AVAILABLE,MISSING,PENDING
LN-10665,MISSING,MISSING,MISSING,MISSING
LN-10666,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-10667,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-10668,MISSING,AVAILABLE,MISSING,MISSING
LN-10669,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-10670,AVAILABLE,MISSING,MISSING,PENDING
LN-10671,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-10672,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-10673,MISSING,MISSING,AVAILABLE,MISSING
LN-10674,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-10675,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-10676,MISSING,MISSING,AVAILABLE,MISSING
LN-10677,MISSING,MISSING,AVAILABLE,MISSING
LN-10678,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-10679,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-10680,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-10681,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-10682,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-10683,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-10684,AVAILABLE,MISSING,MISSING,MISSING
LN-10685,AVAILABLE,MISSING,MISSING,PENDING
LN-10686,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-10687,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-10688,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-10689,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-10690,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-10691,MISSING,MISSING,AVAILABLE,MISSING
LN-10692,MISSING,MISSING,AVAILABLE,MISSING
LN-10693,AVAILABLE,MISSING,MISSING,MISSING
LN-10694,MISSING,MISSING,MISSING,PENDING
LN-10695,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-10696,MISSING,AVAILABLE,MISSING,MISSING
LN-10697,MISSING,MISSING,MISSING,MISSING
LN-10698,AVAILABLE,MISSING,MISSING,PENDING
LN-10699,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-10700,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-10701,MISSING,MISSING,AVAILABLE,MISSING
LN-10702,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-10703,MISSING,MISSING,MISSING,MISSING
LN-10704,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-10705,MISSING,MISSING,MISSING,MISSING
LN-10706,MISSING,AVAILABLE,MISSING,MISSING
LN-10707,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-10708,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-10709,AVAILABLE,MISSING,MISSING,MISSING
LN-10710,MISSING,AVAILABLE,MISSING,MISSING
LN-10711,MISSING,MISSING,AVAILABLE,PENDING
LN-10712,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-10713,MISSING,AVAILABLE,MISSING,MISSING
LN-10714,MISSING,MISSING,AVAILABLE,MISSING
LN-10715,MISSING,AVAILABLE,MISSING,MISSING
LN-10716,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-10717,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-10718,MISSING,AVAILABLE,MISSING,PENDING
LN-10719,MISSING,MISSING,AVAILABLE,PENDING
LN-10720,MISSING,MISSING,MISSING,PENDING
LN-10721,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-10722,MISSING,AVAILABLE,MISSING,PENDING
LN-10723,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-10724,MISSING,MISSING,AVAILABLE,MISSING
LN-10725,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-10726,MISSING,AVAILABLE,MISSING,PENDING
LN-10727,MISSING,AVAILABLE,MISSING,MISSING
LN-10728,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-10729,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-10730,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-10731,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-10732,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-10733,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-10734,MISSING,MISSING,MISSING,MISSING
LN-10735,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-10736,MISSING,MISSING,MISSING,PENDING
LN-10737,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-10738,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-10739,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-10740,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-10741,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-10742,MISSING,AVAILABLE,MISSING,MISSING
LN-10743,MISSING,MISSING,MISSING,PENDING
LN-10744,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-10745,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-10746,MISSING,MISSING,MISSING,AVAILABLE
LN-10747,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-10748,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-10749,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-10750,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-10751,MISSING,MISSING,MISSING,MISSING
LN-10752,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-10753,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-10754,MISSING,MISSING,MISSING,AVAILABLE
LN-10755,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-10756,MISSING,MISSING,MISSING,AVAILABLE
LN-10757,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-10758,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-10759,AVAILABLE,MISSING,MISSING,MISSING
LN-10760,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-10761,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-10762,MISSING,AVAILABLE,MISSING,PENDING
LN-10763,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-10764,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-10765,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-10766,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-10767,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-10768,MISSING,MISSING,AVAILABLE,MISSING
LN-10769,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-10770,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-10771,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-10772,MISSING,AVAILABLE,MISSING,PENDING
LN-10773,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-10774,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-10775,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-10776,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-10777,MISSING,AVAILABLE,MISSING,PENDING
LN-10778,MISSING,MISSING,AVAILABLE,MISSING
LN-10779,MISSING,AVAILABLE,MISSING,MISSING
LN-10780,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-10781,MISSING,MISSING,MISSING,AVAILABLE
LN-10782,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-10783,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-10784,AVAILABLE,MISSING,MISSING,PENDING
LN-10785,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-10786,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-10787,MISSING,AVAILABLE,MISSING,PENDING
LN-10788,MISSING,MISSING,MISSING,MISSING
LN-10789,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-10790,MISSING,AVAILABLE,MISSING,PENDING
LN-10791,MISSING,MISSING,AVAILABLE,PENDING
LN-10792,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-10793,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-10794,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-10795,MISSING,MISSING,MISSING,AVAILABLE
LN-10796,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-10797,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-10798,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-10799,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-10800,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-10801,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-10802,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-10803,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-10804,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-10805,MISSING,MISSING,MISSING,MISSING
LN-10806,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-10807,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-10808,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-10809,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-10810,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-10811,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-10812,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-10813,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-10814,MISSING,AVAILABLE,MISSING,PENDING
LN-10815,MISSING,MISSING,AVAILABLE,MISSING
LN-10816,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-10817,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-10818,AVAILABLE,MISSING,MISSING,MISSING
LN-10819,AVAILABLE,MISSING,MISSING,MISSING
LN-10820,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-10821,MISSING,MISSING,MISSING,PENDING
LN-10822,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-10823,MISSING,MISSING,AVAILABLE,MISSING
LN-10824,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-10825,AVAILABLE,MISSING,MISSING,PENDING
LN-10826,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-10827,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-10828,AVAILABLE,MISSING,MISSING,PENDING
LN-10829,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-10830,MISSING,MISSING,AVAILABLE,PENDING
LN-10831,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-10832,AVAILABLE,MISSING,MISSING,MISSING
LN-10833,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-10834,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-10835,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-10836,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-10837,AVAILABLE,MISSING,MISSING,PENDING
LN-10838,MISSING,MISSING,AVAILABLE,PENDING
LN-10839,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-10840,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-10841,MISSING,AVAILABLE,MISSING,MISSING
LN-10842,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-10843,AVAILABLE,MISSING,MISSING,PENDING
LN-10844,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-10845,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-10846,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-10847,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-10848,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-10849,MISSING,MISSING,MISSING,MISSING
LN-10850,AVAILABLE,MISSING,MISSING,PENDING
LN-10851,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-10852,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-10853,AVAILABLE,MISSING,MISSING,MISSING
LN-10854,MISSING,MISSING,AVAILABLE,PENDING
LN-10855,MISSING,AVAILABLE,MISSING,MISSING
LN-10856,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-10857,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-10858,MISSING,MISSING,MISSING,MISSING
LN-10859,MISSING,MISSING,MISSING,AVAILABLE
LN-10860,AVAILABLE,MISSING,MISSING,MISSING
LN-10861,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-10862,MISSING,MISSING,AVAILABLE,MISSING
LN-10863,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-10864,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-10865,AVAILABLE,MISSING,MISSING,PENDING
LN-10866,AVAILABLE,MISSING,MISSING,MISSING
LN-10867,MISSING,MISSING,MISSING,AVAILABLE
LN-10868,MISSING,AVAILABLE,MISSING,MISSING
LN-10869,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-10870,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-10871,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-10872,MISSING,MISSING,MISSING,AVAILABLE
LN-10873,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-10874,MISSING,MISSING,MISSING,PENDING
LN-10875,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-10876,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-10877,MISSING,MISSING,MISSING,AVAILABLE
LN-10878,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-10879,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-10880,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-10881,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-10882,MISSING,MISSING,AVAILABLE,MISSING
LN-10883,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-10884,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-10885,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-10886,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-10887,MISSING,MISSING,MISSING,AVAILABLE
LN-10888,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-10889,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-10890,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
